model,response,question,references,benchmark,Mistral-7B,Llama-7B,Llama-13B,Llama3-8B,Gemma-2B,Llama-70B,EM,Llama3-70B,GPT-4,JudgeLM,Contains,HumanJudgement
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: The fortified wine drink Sherry is named after what town?
A:",The fortified wine drink Sherry is named after what town?,"Jerez
Jérez de la Frontera
Jerez, Spain
Jerez de la Frontera (Cádiz)
Jerez de la Frontera, Cadiz
Jérez de la Frontera, Spain
Xeres de la Frontera
Jerez de la Frontera
Emirate of jerez
Jerez de la Frontera, Spain",triviaQA-400-v1.5.0,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Which British island was known to the Romans as Vectis?
A:",Which British island was known to the Romans as Vectis?,"Isle of Wight
Isle of White
Angel Radio
Isle of Wight UA
Isle of Wight
IoW
Izzle O' Wizzle
Goddards Brewery
Isle Of Wight
Angel Radio (Isle of Wight)",triviaQA-400-v1.5.0,True,True,False,True,True,True,False,True,True,False,False,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Davide Santon, Dino Zoff and Simone Barone have all played for which national football team?
A:","Davide Santon, Dino Zoff and Simone Barone have all played for which national football team?","Italy
Environment of Italy
Italiën
Subdivisions of Italy
Republic of Italy
ItalY
ISO 3166-1:IT
Etymology of Italy
Itali
Pollution in Italy",triviaQA-400-v1.5.0,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Who coined the term Rock and Roll?
A:",Who coined the term Rock and Roll?,"Alan Freed
Alan Freed and payola
Allan freed
Alan Freed and the Payola Scandal
Alan Freed
Freed, Alan",triviaQA-400-v1.5.0,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: In the 1945 novel ‘Animal Farm’, how many commandments were originally written by Snowball?
A:","In the 1945 novel ‘Animal Farm’, how many commandments were originally written by Snowball?","Seven
Seven
seven
7",triviaQA-400-v1.5.0,True,True,True,True,True,True,False,True,True,False,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Kenneth Wolstenholme was a commentator for which sport?
A:",Kenneth Wolstenholme was a commentator for which sport?,"Football
FOOTBALL
History of football
Games called football
FootBall
Football games
Modern codes of football
Football
Footbal
Foot ball",triviaQA-400-v1.5.0,True,True,True,True,True,True,False,True,True,False,False,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What system of psychology, popularised by F J Gall and J K Spurzheim in the 19th century, claims that mental faculties and dispositions can be determined by the shape of the skull?
A:","What system of psychology, popularised by F J Gall and J K Spurzheim in the 19th century, claims that mental faculties and dispositions can be determined by the shape of the skull?","Phrenology
Bump of Locality
Prenology
Bumpology
Phrenologists
Phrenology
Philoprogenitiveness
Frenology
Phrenologist
Phrenological",triviaQA-400-v1.5.0,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Kim Campbell was the first woman prime minister of which country
A:",Kim Campbell was the first woman prime minister of which country,"Canada
Canada
Canadá
The Dominion of Canada
Commonwealth of Canada
Dominion of canada
ISO 3166-1:CA
Etymology of Canada
CANADA
Canadiophile",triviaQA-400-v1.5.0,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: In the 20th century who was the longest serving Poet Laureate 1930-1967?
A:",In the 20th century who was the longest serving Poet Laureate 1930-1967?,"John Masefield
J. Masefield
John Masefield
Masefield, John
Masefieldian
John Edward Masefield",triviaQA-400-v1.5.0,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: In which film did Bruce Willis play the character 'Harry Stamper'?
A:",In which film did Bruce Willis play the character 'Harry Stamper'?,"'ARMAGEDDON'
Amargeddon
Armageddon theology
'ARMAGEDDON'
Armaggedon
Armegeddon
Battle of Armageddon
Armagedon
Armaggeddon
Armagideon",triviaQA-400-v1.5.0,True,True,False,True,True,True,False,True,True,False,False,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What does the average person have 206 of?
A:",What does the average person have 206 of?,"Bones
Bone lining cell
Woven vs. lamellar bone
Osseous
Compact Bone
Woven bone
BONES
Bone
Lamellar bone
Bones",triviaQA-400-v1.5.0,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What is the lightest metal under standard conditions?
A:",What is the lightest metal under standard conditions?,"Lithium
Uthium
Lithium
Litium
1S2 2S
Lithium metal
LithoTab
Element 3
Atomic number 3
Lithium compounds",triviaQA-400-v1.5.0,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: ""Which European city in the """"low countries"""" has been dubbed """"The Venice Of The North""""?""
A:","""Which European city in the """"low countries"""" has been dubbed """"The Venice Of The North""""?""","BRUGES
Brugges
Historic Centre of Brugge
BRUGES
Bruges
Brugge, Belgium
Bruges, Belgium
Bruge
Brugge
Brugae",triviaQA-400-v1.5.0,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Which football team play their home games at the Liberty Stadium?
A:",Which football team play their home games at the Liberty Stadium?,"Swansea City
History of Swansea City A F C
Swansea City F.C.
Swansea Town F.C.
Swansea City Association Football Club
History of Swansea City AFC
SCAFC
Swansea A.F.C.
Swansea City A. F. C.
Swansea City",triviaQA-400-v1.5.0,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: ""In which 1932 movie did Greta Garbo say I want to be alone""""?""
A:","""In which 1932 movie did Greta Garbo say I want to be alone""""?""","Grand Hotel
The grand hotel
Grand Hôtel
Grand hotel
The Grand Hotel
Grand Hotel
Grand Hotel (disambiguation)",triviaQA-400-v1.5.0,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What movie took place on the moon of Pandora?
A:",What movie took place on the moon of Pandora?,"Avatar
Avatāra
Maha Avatara
Purna avatars
Avatara
Avatar
Avatars
Avataras
Mahavatara
Avataar",triviaQA-400-v1.5.0,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: “And Another Thing...” by Eoin Colfer, published in 2009, eight years after the death of the author of the first five, is described as the sixth in which trilogy of books?
A:","“And Another Thing...” by Eoin Colfer, published in 2009, eight years after the death of the author of the first five, is described as the sixth in which trilogy of books?","The Hitchhiker’s Guide To The Galaxy
Hitchhiker's Guide to the Galaxy
THHG2TG
The Hitch-Hiker's Guide to the Galaxy
The Hitch-hikers' Guide to the Galaxy
Hg2tg
The Hitchhikers Guide To The Galaxy
Knack of flying
HGttG
Hitchhiker's guide",triviaQA-400-v1.5.0,False,False,False,False,True,False,False,True,False,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What is the traditional name for a 40th wedding anniversary?
A:",What is the traditional name for a 40th wedding anniversary?,"RUBY
RUBY
Ruby",triviaQA-400-v1.5.0,False,True,False,True,True,True,True,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: In which modern country is the ancient city of Petra?
A:",In which modern country is the ancient city of Petra?,"JORDAN
Jordan (country)
Al-Urdunn
أردنّ
JOrdan
Urdun
Hashemite Kingdom of Transjordan
Urdunn
The Hashemite Kingdom of Jordan
Administrative divisions of Jordan",triviaQA-400-v1.5.0,True,True,True,True,True,True,False,True,True,True,False,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Which 2009 movie, the directorial debut of Sam Taylor-Wood, tell the story of the adolescence of John Lennon?
A:","Which 2009 movie, the directorial debut of Sam Taylor-Wood, tell the story of the adolescence of John Lennon?","Nowhere Boy
Nowhere Boy",triviaQA-400-v1.5.0,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: The Siege Perilous was a vacant seat at what?
A:",The Siege Perilous was a vacant seat at what?,"The Round Table
List of the Knights of the Round Table
List of knights of the Round Table
The Round Table
Round Table
Knights of the round table
The Knights of the Round Table
Knight of the Round Table
Round Table (Camelot)
List of Knights of the Round Table",triviaQA-400-v1.5.0,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: How long do NFL football teams have to get a play off (the play clock)?
A:",How long do NFL football teams have to get a play off (the play clock)?,"40 seconds
40 time
40 seconds
forty  time",triviaQA-400-v1.5.0,True,False,False,True,True,True,False,False,True,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Name the artist and title of this 1992 one-hit-wonder output: “I’m a model you know what I mean. And I do my little turn on the catwalk. Yeah on the catwalk on the catwalk yeah. I do my little turn on the catwalk’
A:",Name the artist and title of this 1992 one-hit-wonder output: “I’m a model you know what I mean. And I do my little turn on the catwalk. Yeah on the catwalk on the catwalk yeah. I do my little turn on the catwalk’,"I'm Too Sexy by Right Said Fred
I'm Too Sexy by Right Said Fred",triviaQA-400-v1.5.0,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: In German cuisine, what type of food is Stollen?
A:","In German cuisine, what type of food is Stollen?","Fruit Loaf
Fruit Loaf",triviaQA-400-v1.5.0,True,False,False,True,True,True,False,True,True,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Who is also known as Jove?
A:",Who is also known as Jove?,"Jupiter
Physical characteristics of Jupiter
Sol 5
Jupiter (astronomy)
Weight of Jupiter
Life on Jupiter
Jupitor
Planet Jupiter
Wood Star
Jupiter (Planet)",triviaQA-400-v1.5.0,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: ""What winter sport that combines cross-country skiing and rifle shooting was called """"military patrol"""" when it was contested at the Olympic Winter Games in 1924, and demonstrated in 1928, 1936, and 1948?""
A:","""What winter sport that combines cross-country skiing and rifle shooting was called """"military patrol"""" when it was contested at the Olympic Winter Games in 1924, and demonstrated in 1928, 1936, and 1948?""","Biathlon
Biathlete
Primitive biathlon
Biathlon
Biathlon ski racing
Biathalon
Skiskyting",triviaQA-400-v1.5.0,True,True,False,True,True,True,False,True,False,False,False,False
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: ""Who wrote the opera """"Gloriana"""" for the coronation of Queen Elizabeth II?""
A:","""Who wrote the opera """"Gloriana"""" for the coronation of Queen Elizabeth II?""","Benjamin Britten
Britten, Benjamin
Benjamin, Baron Britten
Edward Benjamin Britten
Ballets by Benjamin Britten
Britten
Lord Britten
Edward Benjamin Britten, Baron Britten
Baron Britten
Baron Britten of Aldeburgh",triviaQA-400-v1.5.0,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What is referred to as earth's sister planet due to its similar size and mass?
A:",What is referred to as earth's sister planet due to its similar size and mass?,"Venus
Sol 2
Venus (Planet)
The planet Venus
Venis
Venus (astronomy)
Venus (planet)
Metal Star
Sol-2
Structure of Venus",triviaQA-400-v1.5.0,False,False,False,False,True,False,False,False,False,False,False,False
