model,Mistral-7B,Llama-7B,Llama-13B,Llama3-8B,Gemma-2B,Llama-70B,EM,Llama3-70B,GPT-4,JudgeLM,Contains,HumanJudgement
llama2-7b-chat,True,True,True,False,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,True,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,True,False,True,True,True,False,True,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,True,False,False,False,False
llama2-7b-chat,True,True,False,True,True,True,True,True,False,False,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,False,True,False,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,False,True,True,True,False,True,True,False,False,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,False,True,True,True,False,True,True,False,False,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,True,False,False,False,False
llama2-7b-chat,False,True,False,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,False,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,True,False,False,True,True,True,False,False,True,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,False,False,True,True,True,False,True,True,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,False,True,True,True,False,True,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,False,False,True,True,False,True,True,False,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,False,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,False,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,False,True,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,False,False,True,True,False,True,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,False,True,True,False,True,True,False,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-7b-chat,False,False,False,False,True,True,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,True,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,False,True,True,False,True,True,True,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,False,True,True,False,True,False,True,True,True
llama2-7b-chat,True,True,True,False,True,True,True,True,True,True,True,True
llama2-7b-chat,True,False,False,True,True,True,False,False,True,False,False,False
llama2-7b-chat,True,False,False,True,True,True,False,True,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,False,True,True,False,True,True,True,False,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,False,True,True,True,True,True,False,True,True,False,False,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,False,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,True,False,False,False,True,False,True,False,False,False,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,False,False,True,True,True,False,True,True,True,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,True,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,False,True,True,False,True,True,False,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,False,True,True,True,False,True,True,False,False,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,False,True,True,True,True,True,True,True,False,True
llama2-7b-chat,True,True,True,False,True,True,False,True,True,False,True,True
llama2-7b-chat,True,True,False,True,True,True,False,True,False,True,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,False,True,True,False,True,True,False,False,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,False,True,True,True,True,True,True,False,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,False,False,True,True,True,False,True,True,False,True,True
llama2-7b-chat,True,False,False,True,True,False,False,True,True,False,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,False,True,True,True,False,False,False,True,False,False
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,False,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-7b-chat,True,True,True,False,True,True,False,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,False,False,True,False,False,True,True,False,False,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,False,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,False,True
llama2-7b-chat,True,True,True,True,True,True,False,True,False,True,False,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,True,True,False,True,True,True,False,True,True,False,True,True
llama2-7b-chat,True,False,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,False,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,False,True,True,True,True,True,True,True,True
llama2-7b-chat,True,False,False,False,True,True,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,False,True,False,True,True,False,False,False,True,False,False
llama2-7b-chat,True,True,True,True,True,True,False,True,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,False,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,False,False,False,True,True,False,True,False,False,False,False
llama2-7b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,False,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,True,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,False,True,True,True,False,True,True,False,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-7b-chat,True,False,False,True,True,True,False,True,True,True,True,True
llama2-7b-chat,True,False,False,True,True,True,False,True,True,False,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,False,True,True,False,True,True,False,True,True
llama2-7b-chat,True,True,False,False,True,True,False,True,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,False,True
llama2-7b-chat,True,True,False,True,True,True,False,True,True,True,False,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,False,True,True,True,True,True,True,True,True
llama2-7b-chat,True,False,True,True,True,True,False,True,True,False,False,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,False,True,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,False,True,True,True,False,True,True,True,False,True
llama2-7b-chat,True,True,False,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,False,True,True,True,False,True,True,False,False,True
llama2-7b-chat,True,False,False,True,True,True,False,True,True,False,False,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,False,True
llama2-7b-chat,True,True,True,False,True,True,False,True,True,True,True,True
llama2-7b-chat,True,True,True,False,True,True,False,True,True,True,False,True
llama2-7b-chat,True,True,True,False,True,True,False,True,True,False,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,False,True,True,False,True,True,False,False,True
llama2-7b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-7b-chat,True,True,True,False,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,False,False,True
llama2-7b-chat,True,True,True,False,True,True,False,True,False,True,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,True,True,False,True,True,True,True,True,False,True,True
llama2-7b-chat,True,True,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,False,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,False,False,True,True,True,False,True,True,False,False,True
llama2-7b-chat,True,True,False,True,True,True,False,True,True,True,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,False,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,False,True
llama2-7b-chat,True,False,False,True,True,True,False,True,True,True,True,True
llama2-7b-chat,True,True,True,True,True,True,True,True,True,False,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,True,False,True,True,True,True,False,True,True,True,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,False,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,False,False,True
llama2-7b-chat,True,True,False,False,True,True,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,False,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,True,True,True,False,True,True,False,True,True,False,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,False,False,True,True,False,True,True,True,False,True
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,False,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-7b-chat,True,True,False,True,True,True,False,True,True,False,True,True
llama2-7b-chat,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,True,True,True,False,False,False,False,False,False
mistral-7B,True,True,False,False,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,False,False,True,True,True,True,True,False,True,True
mistral-7B,True,False,False,True,True,False,False,False,False,False,False,False
mistral-7B,True,False,False,True,True,True,False,True,True,True,False,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,False,True,True,True,True,False,True,True,False,True,True
mistral-7B,True,False,False,True,True,True,True,True,True,True,False,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,False,True,True,True,True,True,True,True,True
mistral-7B,True,True,False,False,True,True,False,True,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,True,True,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,False,True
mistral-7B,True,True,False,True,True,True,True,True,True,False,False,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,False,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,True,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,False,True,True,True,True,False,True,True,False,True,True
mistral-7B,True,True,False,True,True,True,True,True,True,True,True,True
mistral-7B,True,False,False,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,False,False,True,True,False,False,False,False,False,False
mistral-7B,True,True,False,True,True,True,True,True,True,False,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,False,True,True,True,False,True,True,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,True,False,True,True,True,False,True,True,False,False,True
mistral-7B,True,False,False,True,True,True,False,True,True,False,False,True
mistral-7B,True,True,True,True,True,True,True,True,True,False,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,False,True,True,True,False,False,True,True,False,True
mistral-7B,True,True,True,True,True,True,True,True,True,False,True,True
mistral-7B,True,False,False,False,True,True,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,False,False,True,True,True,False,True,True,False,False,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,False,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,False,False,True,True,False,False,False,False,False,False
mistral-7B,True,True,True,False,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,False,True,True,True,True,True,False,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,False,False,False,True,True,False,False,False,True,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,False,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,False,False,False,True,True,False,False,False,True,False,False
mistral-7B,True,False,False,True,True,True,False,True,True,False,False,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,False,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,True,True,False,False,False,False,False,False,False
mistral-7B,True,False,False,True,True,False,False,False,True,True,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,False,True,True,False,True,True,True,False,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,False,True,True,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,False,True,True
mistral-7B,True,True,True,True,True,True,False,True,True,True,True,True
mistral-7B,True,True,True,False,True,True,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,False,True
mistral-7B,True,True,True,True,True,True,False,True,True,True,False,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,True,False,False,False,False
mistral-7B,True,True,True,False,True,True,True,True,True,True,True,True
mistral-7B,True,False,True,False,True,True,False,True,True,True,True,True
mistral-7B,True,True,False,False,True,True,True,True,True,False,True,True
mistral-7B,True,True,True,False,True,True,True,True,True,False,True,True
mistral-7B,True,True,True,False,True,True,True,True,True,True,True,True
mistral-7B,True,False,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,False,False,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,True,True,True,True,True,False,True,True,False,False,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,False,True,True
mistral-7B,True,False,False,True,True,True,False,False,False,True,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,False,True,True,True,True,True,True,True,True
mistral-7B,True,True,False,True,True,True,True,True,True,False,False,True
mistral-7B,True,True,False,True,True,True,True,True,True,False,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,True,False,False,True,True,True,False,True,False,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,False,False,True,True,False,True,True,False,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,False,True,True
mistral-7B,True,True,True,False,True,True,False,False,True,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,False,False,False,True,True,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,False,False,True,True,True,True,True,True,False,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,False,True,True,True,False,True,True,False,False,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,False,True,True,True,False,False
mistral-7B,True,False,False,True,True,True,False,True,False,False,False,False
mistral-7B,False,False,False,False,True,True,False,False,False,False,False,False
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,False,False,True,True,True
mistral-7B,False,False,False,False,True,True,False,False,False,False,True,False
mistral-7B,True,True,False,True,True,True,True,True,True,False,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,False,False,True,True,True,False,True,True,False,False,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,False,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,False,True,True,False,True,True
mistral-7B,False,False,False,False,True,False,False,False,False,False,False,False
mistral-7B,True,True,False,False,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,False,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,False,True,True
mistral-7B,True,True,True,False,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,False,True,True,True,False,True,True,True,False,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
mistral-7B,True,True,True,True,True,True,True,True,True,True,True,True
